2026-06-19T09:57:34.663328699Z I0619 09:57:34.663083      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.003482059387830024 seatDemandStdev=0.06181148149036363 seatDemandSmoothed=0.1796405769181238 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:54:03.338931237Z I0619 10:54:03.338670      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T10:54:03.379868043Z I0619 10:54:03.379674      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T10:54:03.379894281Z I0619 10:54:03.379716      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T10:54:03.381039662Z I0619 10:54:03.380860      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T10:54:03.382442629Z I0619 10:54:03.382287      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T10:54:03.382831708Z I0619 10:54:03.382726      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T10:54:03.383630370Z I0619 10:54:03.383497      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T10:54:03.419470057Z I0619 10:54:03.419261      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T10:54:03.419716933Z I0619 10:54:03.419327      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T10:54:03.431496107Z I0619 10:54:03.431280      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
2026-06-19T10:54:03.432889447Z I0619 10:54:03.432728      10 controller.go:231] Updating CRD OpenAPI spec because vmauths.operator.victoriametrics.com changed
2026-06-19T10:54:03.452764362Z I0619 10:54:03.452574      10 controller.go:231] Updating CRD OpenAPI spec because vtsingles.operator.victoriametrics.com changed
2026-06-19T10:54:03.452789238Z I0619 10:54:03.452616      10 controller.go:231] Updating CRD OpenAPI spec because vmsingles.operator.victoriametrics.com changed
2026-06-19T10:54:03.452889570Z I0619 10:54:03.452626      10 controller.go:231] Updating CRD OpenAPI spec because vtclusters.operator.victoriametrics.com changed
2026-06-19T10:54:03.489247179Z I0619 10:54:03.471670      10 controller.go:231] Updating CRD OpenAPI spec because vmnodescrapes.operator.victoriametrics.com changed
2026-06-19T10:54:03.500150771Z I0619 10:54:03.499963      10 controller.go:231] Updating CRD OpenAPI spec because vmdistributed.operator.victoriametrics.com changed
2026-06-19T10:55:05.050306112Z I0619 10:55:05.050062      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.004511777850186886 seatDemandStdev=0.06811866898979786 seatDemandSmoothed=0.13825135004244624 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:55:15.050954575Z I0619 10:55:15.050526      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003986716671448205 seatDemandStdev=0.06301446470160484 seatDemandSmoothed=0.1366125961630502 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:55:35.052216263Z I0619 10:55:35.051388      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0022198047967918644 seatDemandStdev=0.050067024810150615 seatDemandSmoothed=0.13271643429417154 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:55:45.052588696Z I0619 10:55:45.052327      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0033467071131951277 seatDemandStdev=0.05775384545373249 seatDemandSmoothed=0.13106926901444493 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:56:05.055535185Z I0619 10:56:05.053807      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=10 seatDemandAvg=0.009740710666911616 seatDemandStdev=0.16287847139025563 seatDemandSmoothed=0.17261918205716725 fairFrac=2.3333333333333335 currentCL=10 concurrencyDenominator=10 backstop=false
2026-06-19T10:56:15.055168922Z I0619 10:56:15.054883      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0029288571398744085 seatDemandStdev=0.054039605251413665 seatDemandSmoothed=0.16995921550485205 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:56:35.057278697Z I0619 10:56:35.056896      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0029642824341296037 seatDemandStdev=0.055830562374215326 seatDemandSmoothed=0.16484939515455976 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:56:45.058074424Z I0619 10:56:45.057778      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002956705241364137 seatDemandStdev=0.05429514836041824 seatDemandSmoothed=0.16237465169884588 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:57:05.060144878Z I0619 10:57:05.059844      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.009503194809123077 seatDemandStdev=0.09855507195208942 seatDemandSmoothed=0.15868676260409 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:57:15.060510805Z I0619 10:57:15.060258      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0024062760773543115 seatDemandStdev=0.048994753931353344 seatDemandSmoothed=0.1562191907543962 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:58:05.064159202Z I0619 10:58:05.063772      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.007720694367127885 seatDemandStdev=0.08928053961248758 seatDemandSmoothed=0.14599402214511537 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:58:15.065283169Z I0619 10:58:15.064902      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002286376447103685 seatDemandStdev=0.047761374873906366 seatDemandSmoothed=0.14378725791616095 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:59:03.229246264Z I0619 10:59:03.228034      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T10:59:03.229948530Z I0619 10:59:03.229765      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T10:59:03.243199682Z I0619 10:59:03.230620      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T10:59:03.243226007Z I0619 10:59:03.231060      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T10:59:03.243232576Z I0619 10:59:03.236454      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T10:59:03.243236327Z I0619 10:59:03.236502      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T10:59:03.243239948Z I0619 10:59:03.236514      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
2026-06-19T10:59:03.253712492Z I0619 10:59:03.252058      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T10:59:03.253739425Z I0619 10:59:03.252108      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T10:59:03.257587647Z I0619 10:59:03.257396      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T10:59:03.257756192Z I0619 10:59:03.257467      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T10:59:03.283427776Z I0619 10:59:03.283277      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T10:59:03.284267351Z I0619 10:59:03.283771      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
2026-06-19T10:59:03.285994102Z I0619 10:59:03.285850      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T10:59:03.306164855Z I0619 10:59:03.305981      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T10:59:03.306343104Z I0619 10:59:03.306268      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T10:59:03.313833454Z I0619 10:59:03.313661      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T10:59:03.316804345Z I0619 10:59:03.316642      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T10:59:03.317086707Z I0619 10:59:03.316887      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T10:59:03.335065860Z I0619 10:59:03.334784      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T10:59:03.357517265Z I0619 10:59:03.348579      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T10:59:03.381111026Z I0619 10:59:03.379777      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T10:59:03.381161190Z I0619 10:59:03.379838      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
2026-06-19T10:59:03.403384032Z I0619 10:59:03.400300      10 controller.go:231] Updating CRD OpenAPI spec because vmauths.operator.victoriametrics.com changed
2026-06-19T10:59:03.410468130Z I0619 10:59:03.410163      10 controller.go:231] Updating CRD OpenAPI spec because vtsingles.operator.victoriametrics.com changed
2026-06-19T10:59:03.410658524Z I0619 10:59:03.410481      10 controller.go:231] Updating CRD OpenAPI spec because vmsingles.operator.victoriametrics.com changed
2026-06-19T10:59:03.410667177Z I0619 10:59:03.410538      10 controller.go:231] Updating CRD OpenAPI spec because vtclusters.operator.victoriametrics.com changed
2026-06-19T10:59:03.419667365Z I0619 10:59:03.419381      10 controller.go:231] Updating CRD OpenAPI spec because vmnodescrapes.operator.victoriametrics.com changed
2026-06-19T10:59:03.424323091Z I0619 10:59:03.421152      10 controller.go:231] Updating CRD OpenAPI spec because vmdistributed.operator.victoriametrics.com changed
2026-06-19T10:59:03.490842959Z I0619 10:59:03.490611      10 controller.go:231] Updating CRD OpenAPI spec because ciliumpodippools.cilium.io changed
2026-06-19T10:59:03.494864181Z I0619 10:59:03.494615      10 controller.go:231] Updating CRD OpenAPI spec because ciliumloadbalancerippools.cilium.io changed
2026-06-19T10:59:03.505881715Z I0619 10:59:03.505662      10 controller.go:231] Updating CRD OpenAPI spec because kubenticagents.kubentic.io changed
2026-06-19T10:59:03.506889358Z I0619 10:59:03.506704      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T10:59:03.507379196Z I0619 10:59:03.507262      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T10:59:03.554314076Z I0619 10:59:03.554072      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T10:59:35.071538886Z I0619 10:59:35.071269      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0029428571832116586 seatDemandStdev=0.05440150481107841 seatDemandSmoothed=0.129072782570572 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:59:45.072521166Z I0619 10:59:45.072247      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0029653945724540526 seatDemandStdev=0.05437463569977929 seatDemandSmoothed=0.12742292926771023 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T11:00:10.979391175Z I0619 11:00:10.978631      10 trace.go:236] Trace[1790858797]: "Get" accept:application/json,audit-id:b6977e66-123c-433f-976c-3b609f37584b,client:172.20.237.164,api-group:,api-version:v1,name:etcd-manager-main-i-0010bc1572a60c430,subresource:log,namespace:kube-system,protocol:HTTP/1.1,resource:pods,scope:resource,url:/api/v1/namespaces/kube-system/pods/etcd-manager-main-i-0010bc1572a60c430/log,user-agent:OpenAPI-Generator/31.0.0/python,verb:CONNECT (19-Jun-2026 11:00:09.544) (total time: 1434ms):
2026-06-19T11:00:10.979581885Z Trace[1790858797]: ---"Writing http response done" 1419ms (11:00:10.978)
2026-06-19T11:00:10.979597237Z Trace[1790858797]: [1.434331256s] [1.434331256s] END
2026-06-19T11:00:10.987610608Z I0619 11:00:10.987107      10 trace.go:236] Trace[451152084]: "Get" accept:application/json,audit-id:8c3ea774-93dd-4029-b1db-2214a78b3042,client:172.20.237.164,api-group:,api-version:v1,name:etcd-manager-events-i-0010bc1572a60c430,subresource:log,namespace:kube-system,protocol:HTTP/1.1,resource:pods,scope:resource,url:/api/v1/namespaces/kube-system/pods/etcd-manager-events-i-0010bc1572a60c430/log,user-agent:OpenAPI-Generator/31.0.0/python,verb:CONNECT (19-Jun-2026 11:00:09.424) (total time: 1562ms):
2026-06-19T11:00:10.987627253Z Trace[451152084]: ---"Writing http response done" 1552ms (11:00:10.987)
2026-06-19T11:00:10.987630209Z Trace[451152084]: [1.562618898s] [1.562618898s] END
2026-06-19T11:01:05.079111684Z I0619 11:01:05.078812      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.009073298176590278 seatDemandStdev=0.09625913533925581 seatDemandSmoothed=0.18668280643991217 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T11:01:15.079920108Z I0619 11:01:15.079654      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0029022071314017735 seatDemandStdev=0.053793906022599015 seatDemandSmoothed=0.1836931124943362 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T11:01:35.081265579Z I0619 11:01:35.080836      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0025978158833759838 seatDemandStdev=0.051345104482301146 seatDemandSmoothed=0.17790949453703198 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T11:01:45.082210165Z I0619 11:01:45.082004      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0034112311025050646 seatDemandStdev=0.05830604261026782 seatDemandSmoothed=0.17523707345807402 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T11:02:05.084914211Z I0619 11:02:05.084245      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.014195218157134388 seatDemandStdev=0.11862750025730114 seatDemandSmoothed=0.17151521051320204 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T11:02:15.085502620Z I0619 11:02:15.085183      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0030366928727177155 seatDemandStdev=0.05502246240504419 seatDemandSmoothed=0.1689057212427869 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T11:02:35.087889088Z I0619 11:02:35.087625      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0023591666486869885 seatDemandStdev=0.04879340449271104 seatDemandSmoothed=0.16348318360116432 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T11:02:45.088474656Z I0619 11:02:45.088260      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0028175380996046744 seatDemandStdev=0.05300565610066487 seatDemandSmoothed=0.16100700384494374 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
